id_endereco,id_cliente,logradouro,numero,bairro,cidade,estado,cep,created_at
3832,3163,Distrito Valentina da Costa,79,Conjunto Capitão Eduardo,Sampaio de Caldeira,PI,04228698,2025-09-12 14:11:25
3833,2027,Distrito Almeida,493,Vila Formosa,Macedo de Costela,RR,43646-533,2023-08-11 04:25:16
3834,3902,Trevo Yan Brito,81,São Francisco Das Chagas,Ramos,PR,58138-589,2024-03-09 17:39:08
3835,2133,Praça Pedro Henrique Camargo,80,Vila Santo Antônio,Moraes,DF,39523829,2023-08-02 08:33:05
3836,409,Viela Caldeira,7,Boa Vista,Costela,MT,89925521,2024-01-20 23:24:10
3837,2118,Vale Kamilly Teixeira,6,Pilar,Vieira,TO,05784-018,2024-01-12 21:59:46
3838,2606,Vereda de Dias,994,Camargos,Novaes de Correia,PI,33373-345,2024-07-19 01:27:41
3839,2525,Aeroporto Maria Flor Pires,15,Cinquentenário,Freitas,AP,42761198,2023-05-22 14:51:08
3840,2988,Colônia de Garcia,90,Tupi A,Albuquerque,AC,75603-544,2022-12-24 14:34:44
3841,1409,Largo Siqueira,20,Santa Tereza,Fonseca,MT,28250-860,2025-10-06 12:03:03
3842,3987,Favela Raquel Freitas,67,Olhos D'água,Borges,GO,13920033,2024-01-20 11:53:22
3843,4337,Condomínio Lívia Porto,63,Guarani,Moraes de Pires,PE,49956944,2023-04-15 09:56:50
3844,329,Área de Borges,3,Camponesa 1ª Seção,Vasconcelos da Serra,AL,91499-601,2024-08-15 04:29:21
3845,648,Vereda de Jesus,63,São Cristóvão,Fogaça do Norte,GO,22287-883,2025-02-23 14:29:17
3846,1871,Vale de Martins,95,Ápia,Souza de da Rosa,RN,31421338,2024-07-04 14:22:09
3847,2597,Estrada Nina Camargo,93,Novo Glória,da Paz das Flores,PA,68564-443,2025-06-07 20:14:21
3848,1203,Condomínio Farias,471,Jardim América,Pacheco do Amparo,PR,04004-610,2023-10-16 03:39:21
3849,1373,Conjunto Castro,2,Vila Bandeirantes,Câmara dos Dourados,PA,54935-357,2025-03-16 11:17:30
3850,2433,Sítio Teixeira,53,Jatobá,da Mota de Sales,CE,20706380,2024-03-12 08:32:30
3851,3287,Residencial Ana Lívia Fernandes,52,Goiania,Vieira Paulista,TO,47881-166,2025-10-01 20:12:10
3852,1244,Lago Danilo Porto,4,Parque São Pedro,Pacheco,GO,02457-523,2023-08-07 21:25:46
3853,3355,Via de Abreu,66,Ouro Preto,Pastor da Prata,PB,97566135,2025-11-04 20:56:13
3854,3880,Residencial de Barbosa,71,Conjunto São Francisco De Assis,Aparecida,PI,37194-046,2024-03-27 11:41:54
3855,745,Recanto Araújo,91,Belvedere,Caldeira,AL,85338-310,2023-06-12 02:22:21
3856,415,Área de Guerra,45,Santa Rita De Cássia,Casa Grande de Duarte,BA,37092-053,2025-08-04 23:03:52
3857,4604,Campo Bianca da Rosa,83,Maria Virgínia,Nunes da Praia,DF,37495000,2024-08-24 17:04:19
3858,4174,Travessa Raul Araújo,2,Marilandia,Pereira,GO,86127380,2023-08-04 18:08:59
3859,2408,Estrada de da Cruz,80,Novo São Lucas,Nogueira Paulista,GO,62379771,2023-05-12 12:26:35
3860,1893,Praia de Dias,324,Aparecida 7ª Seção,Camargo,MS,31143705,2024-08-18 21:18:36
3861,47,Rua Nathan Vargas,44,Biquinhas,da Mata de Vargas,RS,42051337,2023-09-30 09:25:59
3862,4383,Recanto de Moura,23,Barão Homem De Melo 1ª Seção,da Luz,MS,82127-166,2024-10-09 20:26:22
3863,1915,Aeroporto de Mendonça,8,Minas Caixa,Ferreira do Sul,PA,73312383,2024-05-12 10:20:09
3864,3443,Feira Cecilia Martins,56,Indaiá,Pastor,MA,56429-557,2023-02-25 07:46:17
3865,3447,Passarela de Cavalcante,742,Tupi B,Correia de Machado,MS,58629271,2024-01-04 21:06:52
3866,1417,Fazenda de Cavalcante,13,Vila São Gabriel,Cassiano das Flores,RR,43862926,2024-10-29 11:18:22
3867,624,Vereda Machado,95,Conjunto Novo Dom Bosco,Aragão,RR,23604228,2023-05-03 13:58:26
3868,3601,Avenida Machado,23,Vila Das Oliveiras,Machado do Amparo,DF,32155-191,2025-10-03 17:59:09
3869,1215,Estação Asafe Campos,62,São Pedro,Oliveira,PB,13471-016,2024-06-26 07:12:15
3870,410,Favela Maria Vitória Silveira,819,Ipiranga,Guerra do Sul,MG,96018-507,2025-05-30 03:46:32
3871,2931,Pátio da Rosa,23,Novo Aarão Reis,Nunes,SE,20509520,2025-09-07 11:02:10
3872,689,Campo de Lopes,6,Copacabana,Casa Grande do Sul,AM,01430697,2024-07-17 13:05:10
3873,1979,Trecho Cavalcanti,6,Nossa Senhora De Fátima,Almeida,PE,87253-119,2025-08-18 11:30:11
3874,209,Lago Castro,91,Vila Independencia 1ª Seção,Ribeiro,RS,41531967,2025-09-28 05:12:13
3875,2376,Trecho Teixeira,35,Vila São Francisco,Costela,MT,57460-530,2025-02-14 16:40:17
3876,4347,Favela de Araújo,395,Vila Aeroporto,Camargo da Praia,PE,73004401,2023-04-08 13:49:21
3877,1542,Ladeira Davi Souza,37,Palmeiras,Viana,SE,41376-594,2023-07-28 05:42:15
3878,4495,Pátio Rezende,22,Palmeiras,Barros,AP,58271314,2024-01-07 20:05:48
3879,1767,Morro de Porto,25,Rio Branco,Costela Paulista,MA,71781013,2022-12-25 22:21:53
3880,3840,Praça Andrade,961,Vila Copacabana,Guerra de Silva,RO,98498102,2024-12-12 15:55:30
3881,2773,Alameda de Fernandes,421,Camponesa 2ª Seção,Rios da Prata,SC,89945962,2024-10-27 18:48:56
3882,4604,Ladeira Gabriel Cavalcanti,20,São Luiz,Campos das Pedras,SC,48826-689,2025-05-12 23:45:09
3883,1145,Rua Cavalcanti,82,Boa Viagem,Ferreira,PI,37534-821,2023-09-08 12:09:51
3884,1844,Avenida Manuella Pimenta,4,Vera Cruz,Cavalcanti,BA,61992-816,2025-07-11 10:35:56
3885,2677,Vereda de Souza,8,Vila Aeroporto,Nogueira,RS,51460-716,2025-08-02 07:07:56
3886,273,Campo Levi da Mata,908,Solimoes,Nascimento,AC,43284967,2023-06-02 00:33:14
3887,2343,Setor Pereira,29,Vila Mantiqueira,Castro,CE,20750644,2024-07-12 14:28:42
3888,3187,Morro de Monteiro,893,Castelo,Mendes da Praia,SE,41037898,2025-02-03 09:29:43
3889,3021,Vila Pietra Dias,70,Nova Granada,Pacheco de Garcia,PB,41567048,2023-09-16 23:34:57
3890,233,Travessa de Aragão,432,Mangabeiras,da Rocha,PA,90265992,2023-01-06 07:52:12
3891,3649,Parque Sá,4,Vila Da Paz,Freitas do Sul,PB,85045-994,2023-09-20 06:50:15
3892,1832,Vereda de Montenegro,7,Custodinha,da Cruz de Novaes,RS,97048171,2024-06-11 17:18:42
3893,2271,Núcleo de Macedo,54,Cruzeiro,Cirino,RN,94629-838,2022-11-24 15:13:07
3894,1158,Vereda Jesus,27,Coração De Jesus,Sales Paulista,PB,44973-811,2024-05-16 17:28:35
3895,3036,Colônia da Rosa,913,Ademar Maldonado,Santos Paulista,RS,40528-271,2024-02-04 18:21:37
3896,1856,Setor Castro,258,Tiradentes,Costela,RN,43930737,2025-01-14 10:43:11
3897,31,Fazenda Azevedo,46,Conjunto Serra Verde,Guerra,SC,29414619,2025-11-02 01:33:26
3898,1956,Aeroporto Lorenzo Vieira,51,Mariano De Abreu,da Paz do Galho,GO,02453-987,2023-12-30 15:01:43
3899,921,Núcleo Pedro Henrique Correia,725,Maria Helena,Montenegro dos Dourados,AL,00488594,2024-03-30 08:16:10
3900,4010,Viela Enzo Cardoso,74,Vila Olhos D'água,Pacheco de Pastor,AP,22552183,2024-04-05 02:59:02
3901,888,Rua Macedo,76,São Paulo,Lima,CE,20058-094,2023-12-22 05:21:30
3902,3200,Vale Rafael Correia,72,Flavio Marques Lisboa,Vasconcelos da Praia,MT,38003-045,2023-03-07 19:39:14
3903,908,Fazenda de Albuquerque,301,Paquetá,Marques,SE,81685-606,2022-11-30 18:21:46
3904,3605,Residencial Moreira,26,Ouro Minas,Peixoto das Flores,SP,56357120,2023-10-06 04:54:05
3905,3306,Vila Natália Gonçalves,97,Boa Vista,Pacheco do Amparo,AC,79059155,2025-11-14 12:24:11
3906,3622,Condomínio Abreu,18,Esplanada,Moraes,GO,79863-135,2025-09-24 21:30:29
3907,1687,Estação de Camargo,95,Vitoria Da Conquista,Andrade,RS,36179-895,2023-05-30 01:12:05
3908,1291,Chácara Luiz Gustavo Novaes,50,Novo Tupi,Fogaça,ES,07642-563,2024-01-11 16:06:21
3909,3852,Viela Pereira,53,Vila Calafate,da Mota do Galho,AP,98810-606,2025-06-12 02:37:14
3910,21,Lagoa Nunes,7,Vila Nova Gameleira 2ª Seção,da Cruz,DF,30984-283,2025-07-08 18:09:05
3911,3006,Fazenda Caldeira,90,Pousada Santo Antonio,da Luz de da Cunha,MS,27809-621,2025-11-05 04:03:04
3912,4267,Conjunto Pastor,27,Brasil Industrial,Fonseca de Cassiano,SE,04219578,2023-10-14 06:49:56
3913,4543,Feira de Câmara,78,Palmeiras,Freitas,MS,40620489,2022-12-20 04:31:53
3914,2159,Ladeira de Sá,3,Petropolis,Casa Grande de da Rocha,BA,65027-918,2023-09-04 00:45:19
3915,2277,Via Joaquim Novaes,88,São Vicente,Cassiano do Amparo,SC,21417138,2024-10-17 21:28:26
3916,849,Colônia Novaes,44,Vila Antena,da Cunha,AC,45015739,2023-11-26 22:34:41
3917,4627,Área Matheus Rios,89,Vista Alegre,Castro,TO,41743-530,2025-05-22 21:25:07
3918,3422,Vila de Oliveira,31,Vila Ouro Minas,Nascimento,GO,07862-963,2025-05-25 04:49:58
3919,4051,Conjunto de Fonseca,904,Vila Calafate,Azevedo de da Mota,CE,15479-628,2024-02-27 14:12:49
3920,2076,Travessa Miguel Melo,663,Vila Califórnia,Sales de Correia,GO,70721-868,2024-10-26 19:36:59
3921,1017,Vila de Vieira,97,Bandeirantes,Costela,AP,96729-072,2022-12-22 23:48:41
3922,4268,Loteamento Alana Gonçalves,956,Jardim Leblon,Marques,AM,15628-235,2023-02-18 23:32:43
3923,3319,Quadra Bruno Vasconcelos,65,Vila Nova Cachoeirinha 3ª Seção,Rocha da Mata,RR,65352-693,2024-05-31 02:35:26
3924,1772,Trecho Araújo,34,Vila Ouro Minas,Guerra do Amparo,AM,28846273,2024-07-03 11:12:12
3925,669,Núcleo Vinícius Vieira,414,Brasil Industrial,Melo do Norte,AP,55597-477,2023-03-30 23:39:26
3926,1936,Conjunto Mendes,78,Lagoa,da Cunha de Oliveira,MT,46146-429,2024-06-09 10:26:26
3927,4028,Estrada Sampaio,32,Buritis,Marques da Serra,CE,36922-725,2025-11-03 17:18:48
3928,865,Trevo Benicio Cavalcante,54,Tupi B,Borges Verde,RN,75194-784,2023-08-31 03:45:07
3929,1994,Lago de Sá,721,Monsenhor Messias,Fonseca,BA,34776797,2025-08-07 10:49:02
3930,2178,Travessa de Fonseca,82,Nossa Senhora Da Aparecida,Almeida de Campos,RN,94163-935,2023-12-17 14:21:59
3931,3679,Largo de Vieira,4,Tiradentes,Silveira da Mata,AL,73168-907,2023-10-16 17:08:02
3932,771,Viaduto Cavalcanti,1,Vila Aeroporto,Novaes do Campo,AP,46895-913,2023-08-13 23:19:28
3933,789,Ladeira Souza,517,São Francisco Das Chagas,Jesus,GO,91534-535,2025-09-05 23:24:01
3934,4606,Conjunto de Silva,16,Ápia,Silveira da Mata,SC,91717653,2023-10-04 14:47:26
3935,1382,Colônia Camargo,89,Vila Nova Cachoeirinha 2ª Seção,Guerra,MS,24505-034,2024-02-05 16:31:50
3936,324,Conjunto Nascimento,33,Mariano De Abreu,Castro da Mata,RR,64623-384,2023-01-04 02:07:27
3937,611,Fazenda Ana Júlia Camargo,9,Jardim Atlântico,Nascimento do Galho,RR,09450075,2024-01-01 12:20:36
3938,2548,Ladeira Luiz Miguel Silveira,77,São Damião,Pastor da Serra,RO,86630226,2025-10-04 17:34:22
3939,879,Estrada Aragão,1,Vila Independencia 1ª Seção,Cassiano de Minas,RS,45592890,2025-09-24 02:26:19
3940,1794,Vale Bruno da Conceição,4,Santa Monica,Vieira,PI,79621-984,2023-11-30 17:28:58
3941,3402,Alameda Leão,91,Acaba Mundo,Silveira,AC,52551-582,2023-07-13 19:43:44
3942,605,Morro Dom Casa Grande,69,Vila Paraíso,Cardoso,MS,75368-710,2023-11-22 00:38:21
3943,3926,Via de Aragão,6,São Jorge 1ª Seção,Fogaça da Serra,MA,35295-759,2025-05-12 14:17:23
3944,2273,Pátio Barros,81,Horto,Cirino,AM,50009329,2024-12-07 11:42:44
3945,4558,Lagoa de Pereira,27,Caiçaras,Caldeira,RN,76954-851,2023-08-05 12:21:13
3946,3590,Favela Teixeira,374,Marieta 2ª Seção,Costa,MT,15527-071,2024-12-25 19:49:58
3947,2882,Viela Zoe Correia,19,Esplanada,Cardoso da Serra,PA,42776-444,2025-04-06 11:10:24
3948,359,Trevo Cavalcanti,98,Aguas Claras,Carvalho,DF,80442-501,2025-07-26 18:30:43
3949,802,Feira Abreu,27,Oeste,Andrade de Minas,BA,85232-625,2024-10-29 15:22:01
3950,2089,Largo Nicolas Santos,43,Diamante,Novaes,MG,56297-918,2025-01-03 09:54:35
3951,968,Aeroporto de das Neves,31,Pedreira Padro Lopes,Silveira,PE,11982-962,2024-12-24 10:42:53
3952,58,Loteamento Vasconcelos,89,Nova Gameleira,Sousa,RR,11625950,2023-03-26 16:58:49
3953,1743,Setor Mariah Pires,43,Acaba Mundo,Mendonça dos Dourados,AC,75149-504,2025-11-16 17:45:02
3954,2472,Via de Abreu,688,Serra,da Costa de Rios,PR,08999865,2023-02-08 01:17:07
3955,1975,Passarela Lima,98,Santa Rita De Cássia,Correia do Amparo,PA,35226992,2023-05-03 23:41:45
3956,2797,Fazenda Araújo,267,Boa Vista,Barbosa do Oeste,ES,48496-378,2023-05-09 19:36:03
3957,1048,Ladeira de da Cunha,3,Vila Havaí,Dias da Praia,PI,99031-083,2025-01-26 07:48:51
3958,155,Morro da Cunha,47,Lagoinha Leblon,Correia,ES,34217-811,2024-02-10 08:39:38
3959,21,Via Ana Sophia Fogaça,164,Mariquinhas,Siqueira de Leão,GO,92302742,2024-05-29 09:47:46
3960,4994,Avenida Santos,5,Vila Jardim Alvorada,Fogaça das Pedras,BA,84561-186,2025-04-21 08:42:13
3961,4022,Chácara de Lima,14,Granja Werneck,Carvalho de Goiás,RJ,27811162,2024-10-29 14:24:15
3962,3381,Favela Benicio Ramos,91,Vila São Paulo,Silva,DF,88497999,2023-07-16 02:11:56
3963,156,Largo Castro,2,São Francisco,Fernandes das Pedras,PI,08891430,2024-02-07 22:30:44
3964,776,Viela André Araújo,55,Novo São Lucas,Machado,RO,32756368,2025-06-11 04:21:43
3965,679,Lago João Felipe Rocha,56,Nova Esperança,Siqueira de Leão,AM,28500-894,2023-01-04 22:23:28
3966,104,Aeroporto de Lopes,61,Califórnia,Teixeira,PA,72424397,2023-10-22 11:32:36
3967,4828,Vereda Borges,1,São Bento,Lopes do Amparo,MG,51669-544,2023-12-01 04:35:06
3968,3624,Loteamento de da Rosa,964,Vila Independencia 3ª Seção,Moura do Oeste,SP,46386-187,2025-08-22 22:49:20
3969,3523,Vale de Cassiano,64,São Geraldo,Aragão,ES,18575832,2024-07-14 13:29:54
3970,2764,Aeroporto Ana Beatriz Martins,91,Andiroba,Fernandes da Praia,ES,66351054,2023-01-11 03:00:13
3971,3435,Fazenda de Lima,30,Pilar,Moraes do Campo,RO,04665-942,2025-01-29 01:47:05
3972,3454,Avenida Dom Oliveira,1,Vila Paquetá,Fogaça,RS,95635-044,2024-05-07 13:28:38
3973,4650,Loteamento de Rodrigues,3,São Vicente,Abreu,MS,89226182,2024-05-23 20:15:56
3974,997,Loteamento Santos,78,Grotinha,Jesus Grande,AL,48410-016,2024-03-04 22:18:15
3975,2830,Setor de Jesus,305,Vila Califórnia,Pereira,BA,69030539,2022-12-14 17:36:37
3976,2001,Largo Maria Julia Mendonça,30,Boa União 1ª Seção,Silveira,AL,68361-205,2024-11-30 13:25:04
3977,1958,Aeroporto Azevedo,60,Vila Vista Alegre,Lopes Grande,PI,31009-031,2024-11-07 05:08:38
3978,2132,Setor Rebeca Pimenta,24,Vila Madre Gertrudes 1ª Seção,Cirino de Pereira,MS,07248925,2024-06-16 02:20:46
3979,3455,Aeroporto Maya Pinto,90,Zilah Sposito,Marques de Barros,PR,19557-774,2024-12-13 07:21:32
3980,3355,Rua Dante Campos,6,Bernadete,Melo da Prata,MG,55016076,2025-04-30 11:55:06
3981,3410,Vila Cassiano,72,Ermelinda,Pires de Vargas,GO,07162-269,2024-07-06 10:45:51
3982,3616,Aeroporto Correia,4,Alpes,Souza,AL,18620572,2025-07-29 03:08:46
3983,4780,Trecho Ana Beatriz Macedo,421,Vila Nossa Senhora Do Rosário,Porto,TO,18310574,2024-09-10 17:48:44
3984,4814,Núcleo Macedo,60,Vila Sesc,Brito do Campo,RO,79695-903,2024-11-20 10:45:13
3985,2096,Estação da Mata,77,Jardim São José,Borges das Flores,PI,34151190,2024-06-02 11:49:13
3986,3775,Lagoa José Pedro da Mota,9,Distrito Industrial Do Jatoba,Moreira da Prata,TO,94068-163,2023-10-22 15:43:42
3987,72,Distrito de Pacheco,70,Minaslandia,Lima de Borges,MS,40398053,2025-05-05 11:39:04
3988,3424,Esplanada Rezende,60,Estrela Do Oriente,Campos do Sul,PE,61598246,2023-01-22 14:51:48
3989,3815,Vale Antônio Lopes,14,Santa Sofia,Moura Grande,MS,14514378,2024-07-01 09:27:20
3990,758,Quadra Evelyn Costela,236,Confisco,Marques de Caldeira,RN,75319-372,2024-02-29 05:47:44
3991,2068,Passarela Isis da Mota,6,Gutierrez,Machado,ES,23062-927,2024-03-22 04:26:45
3992,4411,Alameda de Gomes,42,Vila Rica,Viana de Câmara,CE,20778-175,2024-04-23 20:55:35
3993,2097,Morro Dias,682,Das Industrias I,Lopes,ES,93754-387,2023-04-07 00:06:16
3994,3424,Estação Rios,8,Bairro Das Indústrias Ii,Cunha,GO,24076-981,2023-12-29 17:45:48
3995,2933,Largo Juliana Fernandes,13,Vila Jardim São José,Vargas do Campo,RJ,56221545,2023-01-16 03:01:11
3996,4828,Campo Bento Araújo,262,São Pedro,Albuquerque do Oeste,SC,62567851,2022-12-06 20:31:36
3997,2686,Vereda de da Luz,792,Jardim Atlântico,da Luz,PE,94466-709,2023-03-14 18:15:06
3998,1640,Vale Pietro Santos,18,Horto Florestal,Sá,AM,76121670,2023-03-18 19:46:20
3999,20,Área Bianca Montenegro,16,Itaipu,Aragão,PA,35100-069,2025-10-09 20:44:02
4000,2853,Rodovia Enzo Gabriel Lopes,33,Vila Dos Anjos,Fonseca do Campo,PR,06868-401,2024-11-17 13:26:35
4001,882,Lagoa Ferreira,23,Lagoinha,Rocha Grande,GO,97775546,2023-01-29 06:57:00
4002,4783,Loteamento Amanda Costela,98,Mineirão,Novais,DF,21862-852,2023-02-18 22:14:40
4003,3275,Colônia de Albuquerque,41,Solar Do Barreiro,da Rosa da Mata,BA,00801464,2025-06-18 12:08:07
4004,3066,Via Antonella Cunha,55,Ipiranga,Souza da Praia,AM,42203976,2025-03-06 13:17:09
4005,2482,Pátio de Alves,9,Itatiaia,Camargo da Praia,AC,39688-864,2022-11-29 04:29:50
4006,4880,Estação de Carvalho,727,Bandeirantes,das Neves do Galho,MT,99961-122,2024-12-02 22:50:47
4007,2784,Pátio Sampaio,87,Jardim Felicidade,Teixeira do Oeste,MG,43726-086,2023-05-20 14:30:35
4008,3866,Vila de Pimenta,91,Ambrosina,Fogaça,RN,82233-987,2023-01-20 05:10:43
4009,2257,Colônia da Paz,82,Vila Copasa,da Luz,SE,80060-881,2024-09-28 01:44:47
4010,4468,Residencial Guilherme Marques,33,Coração De Jesus,Moura do Campo,AL,56098-174,2023-10-09 03:33:44
4011,4062,Loteamento Brito,6,Vila São Paulo,Ramos das Flores,SE,37578664,2025-03-15 04:48:48
4012,3789,Distrito Guilherme Azevedo,5,Tupi A,Fonseca,RS,76313-566,2025-07-07 02:29:45
4013,4929,Chácara de Macedo,726,Barroca,Porto,RO,98367668,2024-05-15 02:11:27
4014,4356,Pátio Rezende,38,Morro Dos Macacos,Ramos de Castro,SP,73659-132,2025-05-09 21:09:15
4015,2726,Praça Rafael Barros,7,Vila Atila De Paiva,Pires,TO,64527247,2022-12-05 19:10:32
4016,3798,Colônia de Farias,49,Monsenhor Messias,Dias,PA,22448197,2025-02-27 12:59:45
4017,758,Lago Gabriel Vasconcelos,894,Coração De Jesus,Siqueira,PI,59604-340,2024-02-13 12:07:54
4018,25,Quadra Nicole Aragão,80,Barroca,Vieira Alegre,MA,09506048,2025-05-13 19:24:52
4019,2193,Pátio Freitas,23,Vila São Dimas,Albuquerque de Montenegro,SC,65609-739,2024-03-13 18:43:03
4020,2542,Vila de Novaes,356,Centro,da Cunha das Flores,SE,96519-545,2025-09-12 07:56:28
4021,4711,Morro Vitor Gabriel Marques,77,Nossa Senhora De Fátima,Castro de Vargas,PE,40284188,2025-04-02 01:13:52
4022,3982,Condomínio de Pastor,1,Vila Califórnia,Martins,PA,80757669,2025-01-05 01:24:49
4023,2391,Travessa Dias,41,Vila Sesc,Brito de Lima,ES,37334-356,2024-05-22 00:47:32
4024,1049,Conjunto Pacheco,237,Novo São Lucas,Mendonça de da Mata,RJ,54911-314,2025-05-28 12:46:57
4025,1741,Feira Porto,450,Braúnas,Gomes de Nunes,PI,20070-739,2024-09-17 00:52:16
4026,2101,Condomínio Barros,65,Cinquentenário,Santos,DF,61595039,2025-10-06 01:55:14
4027,1860,Condomínio João da Mota,90,São Pedro,Brito das Flores,GO,91051-886,2024-02-13 00:55:09
4028,1966,Estrada Gonçalves,2,Vila Sumaré,Gomes,ES,21033163,2022-12-29 17:19:49
4029,2092,Jardim Guerra,7,Vila Puc,Sales,GO,91183185,2022-12-14 13:37:38
4030,1064,Chácara de Santos,42,Tiradentes,Macedo,MS,34947-321,2023-03-23 15:09:00
4031,2864,Rodovia Luna Carvalho,6,Santa Tereza,Leão do Campo,GO,02828598,2024-09-30 13:59:07
4032,1380,Fazenda de Sousa,7,Universo,Novais de Goiás,AP,46415-151,2024-03-12 09:14:18
4033,3195,Trevo Lopes,68,Vila Aeroporto Jaraguá,Rocha Alegre,PE,54494-157,2023-05-29 05:32:15
4034,1431,Pátio de Barros,6,Vila Madre Gertrudes 4ª Seção,Martins,MT,51208265,2025-03-25 07:29:22
4035,3967,Vereda Liam Rocha,5,Vila Nova Cachoeirinha 1ª Seção,Oliveira do Oeste,PA,30557-188,2023-11-25 06:52:40
4036,4721,Setor Melo,59,Vila Bandeirantes,da Conceição da Praia,RR,02271351,2023-01-13 09:35:53
4037,250,Condomínio Emanuelly Machado,83,Beija Flor,Vieira,AL,32837115,2023-03-14 06:09:06
4038,2675,Campo Siqueira,27,Alto Vera Cruz,Farias de Cunha,AC,82032239,2024-03-04 14:11:41
4039,1678,Praia Eloah Melo,33,Dom Bosco,Siqueira Alegre,RS,74802969,2024-06-15 08:29:24
4040,2560,Ladeira Emanuella Santos,9,Lorena,Montenegro de da Cruz,DF,96818-979,2023-06-08 23:09:21
4041,2748,Sítio Vicente Melo,934,Sion,Garcia de Minas,RO,67234665,2025-08-02 19:02:11
4042,1591,Travessa Cauã Mendes,90,Lagoinha Leblon,Novais de Almeida,AP,09181-467,2025-06-25 12:12:24
4043,53,Estrada Henrique Cassiano,3,Santa Efigênia,Leão,TO,13127868,2025-11-10 08:25:39
4044,534,Viaduto de Abreu,956,Colégio Batista,Dias Alegre,AP,32943186,2023-08-06 19:19:50
4045,4173,Vereda de Cassiano,87,Laranjeiras,Pastor,SC,83337-073,2023-01-17 16:08:57
4046,2986,Estação Enzo Gabriel Castro,54,Distrito Industrial Do Jatoba,Nascimento,SE,21477784,2025-01-18 16:49:00
4047,2713,Viaduto Mariane Castro,7,São Pedro,Peixoto,MA,43752507,2023-12-05 00:44:37
4048,2867,Via Asafe Farias,10,Cônego Pinheiro 2ª Seção,Lima,MG,86444-202,2024-02-17 11:52:00
4049,1321,Núcleo Ana Cecília Alves,63,Inconfidência,Rezende de Costela,SP,11406-839,2023-11-01 11:34:19
4050,1681,Passarela Pacheco,27,Padre Eustáquio,Montenegro,RR,42033-712,2023-11-18 12:58:46
4051,1733,Praia Dante Novaes,54,Xangri-Lá,Fernandes do Oeste,AP,08747781,2025-05-07 10:21:45
4052,2528,Esplanada Sales,52,Indaiá,Alves do Campo,RR,13503908,2024-01-25 05:42:37
4053,1156,Trevo Francisco Gonçalves,45,Santa Cecilia,Ribeiro,RR,86497068,2025-10-22 06:22:50
4054,1897,Via Araújo,60,Vera Cruz,Nunes,PI,71273-838,2024-07-27 21:31:33
4055,2750,Alameda Ferreira,8,Liberdade,Vieira,PR,92278437,2023-11-18 09:17:37
4056,2854,Jardim Casa Grande,32,Guarani,Ribeiro de Leão,CE,21428-078,2025-05-06 10:15:25
4057,1125,Sítio de Alves,563,Santana Do Cafezal,Melo,AP,09080288,2023-02-15 13:42:32
4058,4758,Trevo Marcela Gonçalves,169,São Salvador,Barbosa de Cardoso,RR,50811-626,2023-03-21 22:05:34
4059,1816,Viela Vasconcelos,66,Marajó,Ramos Alegre,RO,85476070,2025-07-10 23:59:56
4060,528,Vila Oliver Caldeira,1,Vitoria,Aragão,RS,13129-209,2024-10-05 07:45:38
4061,2705,Lago de Montenegro,4,Centro,Almeida Grande,PE,66198015,2025-02-25 05:37:11
4062,127,Vila Sophia da Cunha,4,Morro Dos Macacos,Caldeira,TO,63893305,2024-01-17 19:39:11
4063,2022,Pátio de Montenegro,44,Vila Olhos D'água,Sousa,AM,71223383,2024-08-03 06:17:48
4064,1248,Aeroporto Sales,673,São Bernardo,Cassiano do Oeste,PI,46936-784,2024-07-19 02:02:26
4065,2196,Jardim Vitor Hugo Montenegro,95,Lajedo,Aparecida,RR,87965-597,2025-08-14 06:43:14
4066,4303,Setor de da Luz,93,Santa Maria,Brito de Montenegro,CE,14162643,2023-05-20 04:19:49
4067,1210,Sítio Júlia Santos,714,Cônego Pinheiro 2ª Seção,Fernandes,AP,80138-270,2023-12-09 17:36:46
4068,3911,Via Mariana das Neves,256,Jardim São José,Pinto de Vargas,PR,25348971,2025-09-20 04:01:39
4069,3020,Residencial Ryan Montenegro,54,Vila Suzana Primeira Seção,Fonseca,MG,85719052,2025-11-14 19:48:18
4070,1119,Setor de Novaes,10,Vila Califórnia,Leão,MG,78173-190,2025-01-31 22:21:54
4071,807,Distrito Silva,38,Sport Club,Lima,RJ,19588279,2024-04-29 03:16:20
4072,4926,Trevo Júlia Peixoto,886,Castanheira,Moreira,MG,00253797,2023-07-21 17:12:35
4073,463,Fazenda de Montenegro,69,Ventosa,Ramos de Minas,RO,83839478,2024-05-25 17:52:58
4074,443,Vila João Lucas Rezende,1,Jardinópolis,Pimenta de da Luz,PR,87986621,2023-04-05 04:27:25
4075,20,Feira de Costela,22,Santana Do Cafezal,Moreira do Campo,MA,61761-966,2025-04-23 15:42:56
4076,662,Trecho Maria Clara Souza,25,Candelaria,Dias do Norte,SC,84513297,2025-07-29 03:39:36
4077,4379,Rua Costa,93,Vila Copacabana,Mendes de Garcia,PA,56366-010,2023-02-13 08:31:31
4078,2338,Esplanada João Guilherme Nunes,60,Corumbiara,Pimenta,PR,10470138,2023-08-23 10:37:11
4079,3413,Área Freitas,98,Santa Efigênia,Caldeira Paulista,RS,65352-446,2023-07-10 10:42:15
4080,1490,Rua de Duarte,23,Parque São Pedro,Gonçalves de Câmara,AC,46198365,2023-01-23 07:31:13
4081,113,Residencial Augusto Nogueira,92,Belmonte,Ramos,DF,37556-440,2023-10-20 17:13:01
